,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
5962,Tata Indica V2,2012,200000,30078,Petrol,Dealer,Manual,First Owner,15.3,1396.0,70.0,5
5963,Hyundai EON Magna,2012,250000,44588,Petrol,Dealer,Manual,First Owner,21.1,814.0,55.2,5
5964,Maruti Celerio ZXI,2015,400000,49907,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,5
5965,Maruti Swift VXI,2013,371000,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197.0,81.8,5
5966,Hyundai Grand i10,2016,450000,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
5967,Ford EcoSport 1.5,2016,570000,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,5
5968,Honda Brio S,2013,300000,80000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5
5969,Hyundai i20 1.2,2017,620000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
5970,Honda City i-VTEC,2018,949000,10200,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5
5971,Mahindra Bolero 2011-2019,2018,750000,60000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7
5972,Maruti Celerio VXI,2017,350000,20000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5
5973,Mahindra XUV500 W10,2017,1250000,60000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7
5974,Renault KWID 1.0,2016,270000,30000,Petrol,Individual,Manual,Third Owner,23.01,999.0,67.0,5
5975,Hyundai EON Magna,2013,235000,40000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
5976,Maruti Swift VXI,2016,500000,60000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
5977,Maruti Alto LXi,2012,220000,111000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
5978,Maruti Swift Dzire,2014,380000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5
5979,Maruti Alto K10,2010,160000,100000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5
5980,Maruti Alto K10,2010,160000,100000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5
5981,Hyundai EON 1.0,2017,339000,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5
5982,Ford Fiesta Classic,2011,229999,100000,Petrol,Individual,Manual,First Owner,15.3,1596.0,99.6,5
5983,Mahindra KUV 100,2016,400000,35000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6
5984,Hyundai Xcent 1.2,2018,470000,25000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5
5985,Maruti 800 Std,2003,45000,58000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4
5986,Ford Aspire Titanium,2019,575000,20000,Petrol,Individual,Manual,First Owner,19.4,1194.0,94.93,5
5987,Datsun RediGO SV,2019,325000,1300,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5
5988,Maruti 800 AC,1997,50000,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
5989,Maruti Wagon R,2014,350000,15000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
5990,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5
5991,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5
5992,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5
5993,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7
5994,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5
5995,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5
5996,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5
5997,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5
5998,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5
5999,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7
6000,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
6001,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5
6002,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
6003,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5
6004,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
6005,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
6006,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5
6007,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5
6008,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5
6009,Renault KWID RXT,2016,300000,25000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
6010,Nissan Terrano XL,2014,540000,150000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5
6011,Maruti Celerio ZXI,2018,580000,10000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
6012,Hyundai Creta 1.6,2015,1000000,70000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5
6013,Tata Zest Quadrajet,2017,459999,80000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5
6014,Maruti Swift VDI,2015,635000,50000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
6015,Hyundai Verna 1.6,2014,650000,83000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5
6016,Maruti Swift Dzire,2013,525000,116000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5
6017,Fiat Grande Punto,2015,350000,60000,Petrol,Individual,Manual,Third Owner,15.8,1172.0,67.1,5
6018,Maruti Swift Dzire,2008,320000,175802,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5
6019,Toyota Innova 2.5,2006,450000,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8
6020,Volkswagen Vento Petrol,2011,227000,73840,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,5
6021,Mahindra Bolero DI,2011,325000,162000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,8
6022,Datsun RediGO AMT,2018,275000,20000,Petrol,Individual,Automatic,First Owner,23.0,999.0,67.0,5
6023,Hyundai Grand i10,2013,300000,75000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5
6024,Mahindra Scorpio SLE,2011,400000,320000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,8
6025,Volkswagen Vento 1.5,2015,550000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5
6026,Maruti Swift VXI,2016,550000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
6027,Skoda Rapid Monte,2017,900000,40000,Diesel,Individual,Automatic,First Owner,21.66,1498.0,108.6,5
6028,Maruti Alto LXi,2010,165000,20000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
6029,Hyundai EON Magna,2014,210000,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
6030,Renault Duster 110PS,2016,650000,30000,Diesel,Individual,Manual,First Owner,19.64,1461.0,108.45,5
6031,Mahindra XUV500 W8,2014,680000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
6032,Renault KWID 1.0,2019,390000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5
6033,Renault KWID RXL,2016,260000,80000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
6034,Maruti Swift Dzire,2013,450000,67000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5
6035,Hyundai i10 Era,2008,130000,120000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5
6036,Maruti Vitara Brezza,2019,890000,9000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
6037,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5
6038,Volkswagen Jetta 1.6,2010,225000,80000,Petrol,Individual,Manual,Second Owner,14.0,1595.0,102.0,5
6039,Toyota Fortuner 2.8,2018,3200000,60000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7
6040,Tata Manza Aura,2010,210000,120000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5
6041,Toyota Land Cruiser,2014,3500000,60000,Diesel,Individual,Automatic,First Owner,11.0,2982.0,170.3,7
6042,Honda City i,2014,750000,80000,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,5
6043,Chevrolet Tavera Neo,2011,350000,120000,Diesel,Individual,Manual,Second Owner,12.2,2499.0,80.0,10
6044,Honda Civic ZX,2019,2000000,24857,Petrol,Dealer,Automatic,Test Drive Car,16.5,1799.0,139.46,5
6045,Hyundai EON 1.0,2017,270000,26442,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5
6046,Maruti Ertiga BSIV,2017,700000,35000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7
6047,Maruti Alto LXi,2010,130000,28000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
6048,Maruti Ertiga ZDI,2015,650000,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7
6049,Maruti Alto LX,2005,55000,39000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
6050,Maruti Wagon R,2017,475000,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5
6051,Nissan Sunny Diesel,2013,325000,50000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5
6052,Honda Jazz 1.2,2017,615000,40000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,5
6053,Hyundai Grand i10,2015,390000,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
6054,Maruti Swift AMT,2019,650000,15000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5
6055,Maruti Swift VXI,2015,440000,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
6056,Honda City i,2014,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5
6057,Chevrolet Spark 1.0,2012,170000,80000,Petrol,Individual,Manual,First Owner,16.2,995.0,62.1,5
6058,Mahindra Bolero 2011-2019,2013,499000,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9
6059,Hyundai i20 Asta,2012,525000,120000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5
6060,Nissan Terrano XL,2015,580000,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5
6061,Chevrolet Enjoy 1.3,2016,420000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7
6062,Toyota Innova 2.5,2015,1300000,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7
6063,Hyundai Verna 1.6,2016,800000,80000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5
6064,Maruti Swift VXI,2020,600000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5
6065,Honda Brio 1.2,2017,400000,50000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5
6066,Maruti Swift Dzire,2017,700000,65000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
6067,Maruti Baleno Alpha,2017,800000,35000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5
6068,Honda Jazz 1.5,2015,600000,90000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5
6069,Maruti Swift VDI,2016,580000,100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
6070,Renault KWID RXT,2016,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
6071,Ford Figo Diesel,2011,204999,147000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5
6072,Mahindra XUV500 W10,2017,1350000,20000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7
6073,Hyundai i20 Asta,2009,310000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5
6074,Toyota Innova 2.5,2011,700000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7
6075,Ford Figo 1.5D,2016,459999,69000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5
6076,Maruti Ciaz ZDi,2017,860000,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5
6077,Hyundai i10 LPG,2012,275000,97000,LPG,Individual,Manual,Third Owner,19.0,1086.0,68.1,5
6078,Renault KWID RXT,2016,390000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
6079,Tata Hexa XT,2018,1525000,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7
6080,Maruti Alto LX,2005,110000,50800,Petrol,Dealer,Manual,Second Owner,19.7,796.0,46.3,5
6081,Maruti Celerio ZXI,2017,484999,10000,Petrol,Dealer,Manual,First Owner,23.1,998.0,67.04,5
6082,BMW 6 Series,2018,5830000,30000,Diesel,Individual,Automatic,First Owner,17.09,2993.0,261.4,4
6083,Maruti Alto LXi,2012,185000,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
6084,Hyundai Xcent 1.1,2018,665000,40142,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5
6085,Hyundai i20 1.2,2019,721000,9400,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5
6086,Mahindra KUV 100,2016,390000,62000,Diesel,Dealer,Manual,First Owner,25.32,1198.0,77.0,5
6087,Tata Manza Aura,2011,190000,90000,Diesel,Dealer,Manual,First Owner,18.8,1248.0,90.0,5
6088,Mahindra Thar CRDe,2019,975000,12584,Diesel,Dealer,Manual,First Owner,16.55,2498.0,105.0,6
6089,Datsun GO A,2016,275000,49000,Petrol,Dealer,Manual,First Owner,19.02,1198.0,67.05,5
6090,Maruti Alto 800,2016,315000,32000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5
6091,Hyundai Elite i20,2019,685000,4300,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.86,5
6092,Maruti Swift VXI,2019,595000,14548,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5
6093,Ford EcoSport 1.5,2018,900000,44772,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,5
6094,Maruti Ertiga ZDI,2018,950000,48500,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7
6095,Maruti Alto 800,2016,275000,38000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5
6096,Hyundai i20 2015-2017,2017,570000,28782,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5
6097,Hyundai i20 Asta,2018,700000,28451,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5
6098,Maruti Vitara Brezza,2018,910000,36500,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5
6099,Maruti Swift Dzire,2018,751000,44885,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5
6100,Hyundai EON Era,2014,225000,35000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
6101,Tata Indica Vista,2009,135000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5
6102,Maruti Ertiga ZDI,2017,825000,79000,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7
6103,Toyota Fortuner 4x2,2015,1650000,91000,Diesel,Dealer,Automatic,Second Owner,12.55,2982.0,168.5,7
6104,Maruti Vitara Brezza,2018,875000,50000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5
6105,Maruti Ciaz ZDi,2016,650000,81000,Diesel,Dealer,Manual,Second Owner,28.09,1248.0,88.5,5
6106,Jeep Compass 1.4,2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,16.0,1368.0,160.0,5
6107,Hyundai Creta 1.6,2017,975000,41000,Diesel,Dealer,Manual,First Owner,20.5,1582.0,126.2,5
6108,Maruti Ertiga SHVS,2019,925000,50000,Diesel,Dealer,Manual,First Owner,24.52,1248.0,88.5,7
6109,Maruti Ertiga ZDI,2016,725000,66000,Diesel,Dealer,Manual,First Owner,20.77,1248.0,88.8,7
6110,Maruti Ertiga VDI,2013,550000,65000,Diesel,Dealer,Manual,First Owner,20.77,1248.0,88.76,7
6111,Hyundai i20 Diesel,2014,550000,76000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5
6112,Toyota Innova 2.5,2013,750000,95000,Diesel,Dealer,Manual,First Owner,12.8,2494.0,102.0,7
6113,Honda City 1.5,2013,475000,55000,Petrol,Dealer,Manual,Second Owner,17.0,1497.0,118.0,5
6114,Datsun GO Plus,2017,325000,65000,Petrol,Dealer,Manual,First Owner,19.02,1198.0,67.05,7
6115,Maruti Ertiga VDI,2017,725000,76000,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7
6116,Maruti Ertiga VXI,2018,775000,47000,Petrol,Dealer,Manual,Second Owner,16.02,1373.0,93.7,7
6117,Maruti Swift Dzire,2017,625000,70000,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5
6118,Maruti Swift ZDi,2014,470000,89000,Diesel,Dealer,Manual,First Owner,22.9,1248.0,74.0,5
6119,Toyota Innova Crysta,2017,1750000,98000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7
6120,Toyota Innova Crysta,2016,1650000,90000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7
6121,Hyundai Creta 1.4,2018,1050000,70000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5
6122,Maruti Swift VDI,2013,380000,57000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5
6123,Maruti Swift Dzire,2017,650000,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
6124,Hyundai EON Era,2016,275000,49200,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
6125,Honda Civic 1.8,2009,220000,125000,Petrol,Individual,Manual,Second Owner,13.5,1799.0,130.0,5
6126,Hyundai i10 Era,2008,200000,60000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5
6127,Maruti Eeco 5,2015,315000,120000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,5
6128,Maruti Alto LXI,2004,90000,110000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5
6129,Maruti Wagon R,2007,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5
6130,Maruti Wagon R,2006,90000,168000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
6131,Mahindra XUV500 W10,2018,1500000,30000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7
6132,Hyundai Grand i10,2015,370000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5
6133,Maruti Swift VDI,2016,595000,131111,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
6134,Mahindra Renault Logan,2007,150000,120000,Diesel,Individual,Manual,Second Owner,19.2,1461.0,65.0,5
6135,Maruti Swift Dzire,2012,400000,58400,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
6136,Maruti Alto K10,2016,310000,23400,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.1,5
6137,Maruti Celerio VXI,2018,385000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
6138,Mahindra XUV500 W8,2014,750000,90000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
6139,Hyundai Santro Sportz,2019,521000,3010,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5
6140,Tata Manza Aqua,2010,180000,80000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5
6141,Ford Fiesta EXi,2011,220000,155000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5
6142,Maruti 800 AC,1998,40000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
6143,Hyundai Grand i10,2018,540000,4000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
6144,Maruti Alto LXi,2007,140000,35000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
6145,Maruti Zen VXI,2003,200000,121000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5
6146,Ford EcoSport 1.5,2015,650000,110000,Diesel,Individual,Manual,Second Owner,22.77,1498.0,98.59,5
6147,Ford Fiesta 1.4,2010,229999,170000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5
6148,Maruti Swift Vdi,2010,305000,175000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5
6149,Mahindra XUV500 W10,2018,1400000,30000,Diesel,Individual,Manual,First Owner,16.0,1997.0,140.0,7
6150,Ford Fiesta 1.4,2008,200000,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5
6151,Ford Fiesta 1.4,2008,200000,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5
6152,Mahindra Xylo D2,2010,465000,77088,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,8
6153,Nissan Micra Diesel,2011,210000,110000,Diesel,Individual,Manual,Third Owner,23.08,1461.0,63.1,5
6154,Mahindra Bolero 2011-2019,2016,570000,136511,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
6155,Maruti Ertiga ZXI,2015,570000,80000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7
6156,Maruti Ertiga ZXI,2015,650000,60000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7
6157,Maruti Swift Dzire,2016,620000,36000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5
6158,Maruti Wagon R,2012,250000,65000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
6159,BMW X1 sDrive20d,2011,1000000,50000,Diesel,Individual,Automatic,First Owner,17.05,1995.0,184.0,5
6160,Maruti Wagon R,2012,300000,60000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5
6161,Fiat Grande Punto,2013,300000,82500,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5
6162,Ford EcoSport 1.5,2018,810000,30000,Diesel,Individual,Manual,Second Owner,23.0,1498.0,98.96,5
6163,Chevrolet Cruze LTZ,2011,270000,100000,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5
6164,Maruti Swift Dzire,2015,470000,70000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5
6165,Tata Zest Quadrajet,2017,400000,85000,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.7,5
6166,Maruti Wagon R,2014,300000,60000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5
6167,Maruti Alto 800,2015,170000,20000,Petrol,Individual,Manual,Third Owner,22.74,796.0,47.3,5
6168,Renault Duster 110PS,2014,455999,80000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5
6169,Mahindra Xylo D2,2009,121000,100000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8
6170,Maruti Vitara Brezza,2016,650000,80000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5
6171,Tata Bolt Revotron,2017,350000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5
6172,Chevrolet Beat Diesel,2013,125000,139000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5
6173,Maruti Alto AX,2005,80000,90000,Petrol,Individual,Automatic,Second Owner,19.7,796.0,46.3,5
6174,Honda City 2017-2020,2008,250000,100000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5
6175,Volkswagen Vento Diesel,2011,225000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5
6176,Mahindra Bolero SLX,2007,215000,105000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
6177,Hyundai Xcent 1.2,2017,450000,40000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5
6178,Hyundai Xcent 1.2,2017,509999,90000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5
6179,Maruti Alto 800,2015,245000,36710,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
6180,Mahindra Supro LX,2018,400000,50000,Diesel,Individual,Manual,First Owner,23.5,909.0,45.0,8
6181,Maruti SX4 S,2016,620000,28180,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5
6182,Maruti SX4 S,2017,650000,44000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5
6183,Tata Harrier XZ,2019,1700000,15000,Diesel,Individual,Manual,First Owner,17.0,1956.0,138.1,5
6184,Datsun GO Plus,2019,590000,4000,Petrol,Individual,Manual,First Owner,19.72,1198.0,67.0,7
6185,Maruti Ritz VDi,2014,370000,30000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5
6186,Maruti Swift VXI,2013,350000,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5
6187,Maruti Baleno Alpha,2017,580000,20000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5
6188,Hyundai Grand i10,2018,450000,56000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
6189,Hyundai i20 Active,2017,600000,19000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5
6190,Ford Endeavour 2.2,2016,2400000,30000,Diesel,Individual,Automatic,First Owner,12.62,2198.0,158.0,7
6191,Hyundai i20 1.2,2017,450000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
6192,Tata Indigo CS,2009,150000,30000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5
6193,Maruti Eeco 5,2019,400000,15000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5
6194,Maruti Alto 800,2013,185000,85000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
6195,Maruti Swift AMT,2018,625000,50000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5
6196,Hyundai i20 Active,2019,700000,20000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5
6197,Maruti Wagon R,2017,390000,25000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
6198,Tata Nexon 1.2,2018,625000,25000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5
6199,Maruti Swift Dzire,2014,400000,50000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5
6200,Hyundai i20 1.4,2011,380000,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396.0,90.0,5
6201,Toyota Corolla Altis,2009,400000,90000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5
6202,Tata Zest Revotron,2019,620000,100000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5
6203,Ford Fiesta Classic,2008,190000,180000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,67.0,5
6204,Maruti Alto 800,2013,210000,50000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
